Bank,City,Branch,Location,Review,Rating,Date
CIH BANK,Essaouira,CIH Bank,"COMPLEX.BIN AL ASWAR, Rue Ibn Khaldoun, Essaouira 44000","Je me permets de vous faire part de ma profonde insatisfaction quant au service rencontré aujourd’hui dans votre agence. Il est inacceptable que des clients, pourtant présents avant l’heure de fermeture, se voient refuser l’accès au service sous prétexte d’une fermeture anticipée des systèmes à 15h45. Une telle pratique démontre un mépris flagrant envers les usagers qui, rappelons-le, sont la raison d’être de votre établissement.

Ce dysfonctionnement reflète une absence totale d’éthique professionnelle et une gestion défaillante de la part de vos équipes. Si les clients ne constituent pas une priorité pour vos collaborateurs – qu’il s’agisse des agents de sécurité, des gestionnaires de compte ou de toute autre personne en contact avec le public – comment justifiez-vous leur rémunération ? Un service bancaire se doit d’être irréprochable, surtout lorsque des frais ou commissions sont perçus en échange de ces prestations.

Par ailleurs, cet incident soulève des .questions inquiétantes quant à la qualité de votre processus de recrutement et de formation. Des employés incapables d’assurer leur mission fondamentale (à savoir servir et respecter les clients) jettent une ombre sur l’intégrité même de votre institution",1 étoile,il y a un mois
CIH BANK,Essaouira,CIH Bank,"COMPLEX.BIN AL ASWAR, Rue Ibn Khaldoun, Essaouira 44000","Comme d'habitude...une file d'au moins 20 pauvres clients à attendre leurs tours...
Comme si on a que ça à faire.!!! …",1 étoile,il y a un an
CIH BANK,Essaouira,CIH Bank,"COMPLEX.BIN AL ASWAR, Rue Ibn Khaldoun, Essaouira 44000","Minimum 48 pour changer un numéro de téléphone sur le compte et même pas sûr.
Aucune réponse depuis l’appli cih mobile. Demande manuscrite par mail pour la faire à distance (n’importe quoi ) alors qu’aucun mail existe sur les sites cih.
Beaucoup d’outils numériques qui ne servent à rien ou peut être l’incompétence de certaines agents.
Heureusement ce n’est pas ma banque principale.",1 étoile,il y a 2 ans
CREDIT DU MAROC,Essaouira,Crédit du Maroc,"G64Q+9MP, Angle Avenue El Aqaba et Avenue la princesse lalla Amina, Résidance Jawaharat, Essaouira","Une banque professionnelle ou le personnel est compétent, accueillant et constant.

Franchement une bonne équipe et en plus toujours de bonne humeur, bravo à eux",5 étoiles,il y a un an
CREDIT DU MAROC,Essaouira,Crédit du Maroc,"G64Q+9MP, Angle Avenue El Aqaba et Avenue la princesse lalla Amina, Résidance Jawaharat, Essaouira","ATTENTION!! Quand ils ferment, ils ferment les guichets automatiques et au milieu de l'opération ils restent ou ne la terminent pas et gardent l'argent, alléguant des réclamations auprès de votre banque",1 étoile,il y a 6 mois
CREDIT DU MAROC,Essaouira,Crédit du Maroc,"G64Q+9MP, Angle Avenue El Aqaba et Avenue la princesse lalla Amina, Résidance Jawaharat, Essaouira","Une banque belle et haut de gamme avec ses collaborateurs qui sont professionnels dans leur travail, et qui ne lésinent pas sur les conseils ni le temps adaptés.",4 étoiles,il y a un an
CREDIT DU MAROC,Essaouira,Crédit du Maroc,"12 Rue Abdellah Ben Yassine, Essaouira","Update : Faites attention, la machine peut manger ta carte, mais tu peux la récupérer une fois la banque ouverte.

Meilleur taux de change, seulement 22 MAD de frais de retrait (bien pour les touristes), par contre la machine est en pause clope 1 fois sur 2, si ça ne fonctionne pas la première fois, faites un tour au port (pendant 15min +-) et puis revenez. À part ça c’est top 👍",4 étoiles,il y a 8 mois
CREDIT DU MAROC,Essaouira,Crédit du Maroc,"12 Rue Abdellah Ben Yassine, Essaouira",Guichet indisponible le 21.09.2013,1 étoile,il y a 11 ans
CREDIT DU MAROC,Essaouira,Crédit du Maroc,"12 Rue Abdellah Ben Yassine, Essaouira",Bonne service,4 étoiles,il y a 4 ans
BANK AL YOUSR,Essaouira,Bank Al Yousr,"X44J+PW9, rue Erroumane bd Annakhil immeuble A, Rabat",Publicité mensongère.,1 étoile,il y a un an
BANK AL YOUSR,Essaouira,Bank Al Yousr,"X44J+PW9, rue Erroumane bd Annakhil immeuble A, Rabat","Oh mon Dieu, rends les choses faciles et ne rends pas les choses difficiles",5 étoiles,il y a 3 ans
BANK AL YOUSR,Essaouira,Bank Al Yousr,"X44J+PW9, rue Erroumane bd Annakhil immeuble A, Rabat",Pas de texte,1 étoile,il y a 5 mois
BANK AL YOUSR,Essaouira,Bank Al Yousr,"H9C2+QXX, Casablanca","Mauvaise expérience dans cette agence commençant par un accueil très froid, puis avec un agent conseiller, qu'il a aucun professionnalisme et même pas envie de parler.

J'ai demandé si un service était valable (crédit).. il m'a répondu avec un non fermé sans comprendre la situation exacte.

Après, je suis allé voir une autre agence de Bank Participative (pas Al yousr). Ils m'ont bien accueilli et ont bien compris le service que je demandais et m'ont confirmé que c'était vrai.",1 étoile,il y a 6 mois
BANK AL YOUSR,Essaouira,Bank Al Yousr,"H9C2+QXX, Casablanca",Personnel mal organisé et qui commet beaucoup d'erreurs. Je suis dans cette banque depuis ses débuts et plusieurs erreurs graves ont été commises à mon encontre. Je cherche depuis 3 ans de clôturer un compte que je n'utilise plus. L'agent …,1 étoile,il y a 5 mois
BANK AL YOUSR,Essaouira,Bank Al Yousr,"H9C2+QXX, Casablanca","Application désastreuse, constamment en panne et sans service en ligne fonctionnel. À éviter absolument !",1 étoile,il y a 3 mois
BANK AL YOUSR,Essaouira,Bank Al Yousr,Agadir 80000,"Le service clientèle est merveilleux 🙂🙂.

Mais l'application Alyousr Connect a besoin d'améliorations pour qu'elle puisse être au niveau des autres concurrents. …",4 étoiles,il y a un an
BANK AL YOUSR,Essaouira,Bank Al Yousr,Agadir 80000,Non satisfait. Agent n a meme pas voulu m imprimer les simulations demandées,1 étoile,il y a un an
BANK AL YOUSR,Essaouira,Bank Al Yousr,Agadir 80000,"Excellent service, Je recommande vivement.",5 étoiles,il y a un an
BANK AL YOUSR,Essaouira,Bank Al Yousr,"H9R6+3G3, Bd d'Anfa, Casablanca 20100",Pas de texte,5 étoiles,il y a 3 ans
BANK AL YOUSR,Essaouira,Bank Al Yousr,"H9R6+3G3, Bd d'Anfa, Casablanca 20100",Pas de texte,4 étoiles,il y a 6 ans
BANK AL YOUSR,Essaouira,Bank Al Yousr - Agence Allal Al Fassi,"J2R2+83J, Bd Allal Al Fassi, Marrakech 40000","Je suis très satisfait des services de Bank Al Yousr. Le personnel est toujours accueillant et professionnel, et j'apprécie particulièrement la qualité des conseils que j'ai reçus pour la gestion de mes comptes. Les opérations sont rapides et la plateforme en ligne est très pratique. De plus, faire mon dossier de crédit a été très simplifié et rapide, avec un accompagnement personnalisé à chaque étape. Une banque fiable avec un service client réactif. Je recommande vivement !",5 étoiles,il y a un mois
BANK AL YOUSR,Essaouira,Bank Al Yousr - Agence Allal Al Fassi,"J2R2+83J, Bd Allal Al Fassi, Marrakech 40000","À éviter absolument ! Ouvrir un compte ici a été une énorme erreur. Ils ne répondent jamais au téléphone : et quand je dis jamais, je parle de plus de 30 appels sans aucune réponse en une semaine ! À chaque fois que je suis obliger de me …",1 étoile,il y a un mois
BANK AL YOUSR,Essaouira,Bank Al Yousr - Agence Allal Al Fassi,"J2R2+83J, Bd Allal Al Fassi, Marrakech 40000",J était client a tijary puis j ai fait la connaissance de jalal le directeur qui ns a changer l idées sur la banque islamique al yousr moi et mon père nous somme désormais client ce sont des gent très professionnel je dépasse meme ps 5 min pour une opération je recommande bank al Yousr,5 étoiles,il y a 3 mois
UMNIA BANK,Essaouira,Umnia Bank Rabat Agdal,"9 Rue Jabal Bouiblane، valle Ould Amir Street, Rabat","mauvais service, la réception n'a rien aidé, il n'y en a qu'un pour tous les clients et elle ne répond pas à nos questions.",1 étoile,il y a un an
UMNIA BANK,Essaouira,Umnia Bank Rabat Agdal,"9 Rue Jabal Bouiblane، valle Ould Amir Street, Rabat",L'application en ligne s'est améliorée. Je passe de une à 3 étoiles mais reste à améliorer le service...,3 étoiles,il y a 2 ans
UMNIA BANK,Essaouira,Umnia Bank Rabat Agdal,"9 Rue Jabal Bouiblane، valle Ould Amir Street, Rabat",Le site Web est-il sorti ?,5 étoiles,il y a 7 ans
UMNIA BANK,Essaouira,Umnia Bank Rabat Hassan,"Avenue d'Alger, Rue Kairaouane, Rabat 10020",L'agence umnia hassan parmis les meilleurs agences umnia au niveau de rabat. Equipe tres serviable et à l'écoute surtout Mme molato qui dispose de grandes capacités professionnelles et humaines.,5 étoiles,il y a 2 mois
UMNIA BANK,Essaouira,Umnia Bank Rabat Hassan,"Avenue d'Alger, Rue Kairaouane, Rabat 10020","Essayez de ne pas mettre des débutants sur des postes qui nécessitent de l’expérience, car un jeune là bas ne sait ni comment parler, ni comment donner de l’information, ni comment vendre le produit, ni même comment saisir de simples chiffres",1 étoile,il y a 2 mois
UMNIA BANK,Essaouira,Umnia Bank Rabat Hassan,"Avenue d'Alger, Rue Kairaouane, Rabat 10020",Dommage qu'aucune de vos agences n'est ouverte le samedi !!,3 étoiles,il y a 5 ans
UMNIA BANK,Essaouira,Umnia Bank Temara,"commerce, Imm. 1, sis : lotissement Jaouhara, Av. Hassan II, Témara 12020","un grand merci à Umnia Banque pour son professionnalisme et la qualité de ses services. Toujours à l'écoute et réactive aussi un service client au top et des conseillers compétents et à l'écoute .
C'est un plaisir d’être cliente chez vous .",5 étoiles,il y a 3 mois
UMNIA BANK,Essaouira,Umnia Bank Temara,"commerce, Imm. 1, sis : lotissement Jaouhara, Av. Hassan II, Témara 12020","Mauvaise expérience !! J'étais chez eux pour trancher de quelle banque je m'engage pour acheter un appartement et avoir une offre commerciale réaliste, mais j'étais surpris de la dame qui m a fais la simulation sur place, elle m'a mis simplement comme salarié PME, alors le taux était très élevé. je lui ai demandé pourquoi a-t-elle mis ce statut? Tout simplement m'a répondu :""je ne connaissais pas votre entreprise, mais pour avoir un taux minimal il faut vous travaillez chez un grand groupe privé comme Maroc telecom..!!! "" Je lui est demandé c est à la base de quoi vous jugez si une société est grande ou juste PME, elle m'a répondu ""c est à la base du chiffre d affaire!"" Alors elle n'a même pas oser d'avoir le minmum d information sur ma société qui est une multinationale dont ""Bank almaghrib"" et le ""gouvernement marocain"" font confiance dans le domaine identité sécurité et qui a chiffre d'affaire dépassant celui de Maroc Télécom qui lui paraît comme grande entreprise....
Deux semaines avant j'ai pris la décision de s'engager avec Umnia Bank alos dans 15 min tout a été changé, biensur j'ai pris le recul et de s'orienter vers Dar Alamane dans la même journée qui m'ont offert une offre commerciale plus compétitive et réaliste.
Bref: la relation clientèle est un art avant d'être un métier",1 étoile,il y a 8 mois
UMNIA BANK,Essaouira,Umnia Bank Temara,"commerce, Imm. 1, sis : lotissement Jaouhara, Av. Hassan II, Témara 12020","J'ai consulté l'agence pour un prét, le conseillé était trés attentif et a répondu à toutes mes questions
Bon acceuil",5 étoiles,il y a 7 mois
UMNIA BANK,Essaouira,Umnia Bank Safi,"N°2 et, Immeuble Samif, 3 Av. Zerktouni, Safi 46000",Mes amis sur Facebook,4 étoiles,il y a 2 ans
UMNIA BANK,Essaouira,Umnia Bank Safi,"N°2 et, Immeuble Samif, 3 Av. Zerktouni, Safi 46000",Nous vous remercions pour votre avis et au plaisir de vous accompagner,5 étoiles,il y a 4 mois
UMNIA BANK,Essaouira,Umnia Bank Safi,"N°2 et, Immeuble Samif, 3 Av. Zerktouni, Safi 46000",Nous vous remercions pour votre avis et au plaisir de vous accompagner,3 étoiles,il y a 5 mois
UMNIA BANK,Essaouira,Umnia Bank,"ensemble immobilier Mahaj Riad, 23, Rabat 10100",Bank umnia hay riad avenue attine,4 étoiles,il y a 7 ans
UMNIA BANK,Essaouira,Umnia Bank,"ensemble immobilier Mahaj Riad, 23, Rabat 10100",Excellent service et excellents conseils. Je remercie infiniment tout le personnel et à leur tête  le directeur Mr Rougui. JE recommande vivement 👍 …,5 étoiles,il y a un an
UMNIA BANK,Essaouira,Umnia Bank,"ensemble immobilier Mahaj Riad, 23, Rabat 10100","La banque Umnia a un sérieux problème avec la gestion de ses traitements internes. Je ne recommande pas du tout la banque. Vous devez toujours leur rappeler et donner suite à des demandes simples. Au lieu de 2 jours, j'ai fini par attendre 1 mois",1 étoile,il y a 2 ans
UMNIA BANK,Essaouira,Umnia Bank Rabat Al Manal,"Extension Cité, 359, Amal 4, Rabat 10150","Excellente expérience avec cette agence.
Un grand merci à toute l'équipe pour leur professionnalisme et leur accueil chaleureux.
Mention spéciale à Ssi Mohamed pour son service à distance impeccable, toujours disponible et réactif d'une grande gentillesse. Je recommande vivement.",5 étoiles,il y a 2 mois
UMNIA BANK,Essaouira,Umnia Bank Rabat Al Manal,"Extension Cité, 359, Amal 4, Rabat 10150","Une excellente agence avec un service de qualité ! Un grand merci au directeur Mr Omar Zaitouni pour son professionnalisme, sa gentillesse et son sens du service. Grâce à lui, chaque visite est agréable et efficace. Je recommande vivement !",5 étoiles,il y a 2 mois
UMNIA BANK,Essaouira,Umnia Bank Rabat Al Manal,"Extension Cité, 359, Amal 4, Rabat 10150",Un service de qualité et professionnel je tiens a remercier Mr ZAITOUNI omar pour son accueil chaleureux et son professionnalisme très satisfait je recommande,5 étoiles,il y a 2 mois
UMNIA BANK,Essaouira,Umnia Bank Salé Hay Karima,"N°7 Av. Assalam, Salé","Je tiens à remercier M Jawad le Directeur de la banque Umnia pour son écoute et son professionnalisme. Il a su me guider vers les bonnes personnes et a toujours répondu rapidement à mes demandes, ce qui a grandement facilité mes démarches.",5 étoiles,il y a 2 mois
UMNIA BANK,Essaouira,Umnia Bank Salé Hay Karima,"N°7 Av. Assalam, Salé","Je tiens à exprimer ma plus grande gratitude envers le directeur de cette agence bancaire. Grâce à son professionnalisme, son écoute attentive et son engagement indéfectible envers ses clients, mon expérience a été exceptionnelle. Il a su prendre le temps de comprendre mes besoins financiers et m’a accompagné avec des conseils pertinents et bienveillants.

Son leadership se ressent à travers une équipe parfaitement coordonnée, qui partage ses valeurs d’excellence en matière de service. Grâce à lui, je me sens en totale confiance et j’ai une entière satisfaction quant à la gestion de mes projets bancaires. Un grand merci pour sa disponibilité et son efficacité remarquables !",5 étoiles,il y a 6 mois
UMNIA BANK,Essaouira,Umnia Bank Salé Hay Karima,"N°7 Av. Assalam, Salé","Umnia Bank offre un excellent service avec une interface en ligne conviviale. J'ai particulièrement apprécié la rapidité des transactions et la disponibilité du support client. Cependant, il serait bien d'améliorer la variété des produits bancaires. Globalement, une bonne expérience que je recommande !",5 étoiles,il y a 6 mois
UMNIA BANK,Essaouira,Umnia Bank Casablanca Souna,"586 Bd Modibo Keita, Casablanca","Le service client est impeccable.
Une équipe toujours à l'écoute et qui prend le temps de bien m'expliquer chaque étape (un grand merci pour Mme Siham plus précisément).

Je recommande vivement leurs services.",5 étoiles,il y a 7 mois
UMNIA BANK,Essaouira,Umnia Bank Casablanca Souna,"586 Bd Modibo Keita, Casablanca","Une banque de référence, personnel sympa et à l'écoute des clients.",5 étoiles,il y a 6 mois
UMNIA BANK,Essaouira,Umnia Bank Casablanca Souna,"586 Bd Modibo Keita, Casablanca",Personnel très professionnel,5 étoiles,il y a 7 mois
ATTIJARIWAFA BANK,Errachidia,Guichet Attijariwafa Bank,"WGJW+CJ3, N13, Errachidia",Situé à l'intérieur du supermarché,5 étoiles,il y a un mois
ATTIJARIWAFA BANK,Errachidia,Guichet Attijariwafa Bank,"WGJW+CJ3, N13, Errachidia",Parfait.,5 étoiles,il y a un an
ATTIJARIWAFA BANK,Errachidia,Guichet Attijariwafa Bank,"WGJW+CJ3, N13, Errachidia",Pas de texte,5 étoiles,il y a 3 mois
ATTIJARIWAFA BANK,Errachidia,Attijariwafa Bank centre Errachidia,"WHJF+87H, Rue El Houria, Errachidia",service nul ! vous répondez même pas au téléphone !!!!!!!!!,1 étoile,il y a un an
ATTIJARIWAFA BANK,Errachidia,Attijariwafa Bank centre Errachidia,"WHJF+87H, Rue El Houria, Errachidia",Personnel serviable.,4 étoiles,il y a 7 ans
ATTIJARIWAFA BANK,Errachidia,Attijariwafa Bank centre Errachidia,"WHJF+87H, Rue El Houria, Errachidia",déconseillé,1 étoile,il y a un an
ATTIJARIWAFA BANK,Errachidia,Attijariwafa Bank,"WHF8+7GX, Errachidia",Bon service,5 étoiles,il y a 6 ans
ATTIJARIWAFA BANK,Errachidia,Attijariwafa Bank,"WHF8+7GX, Errachidia",Manque espace parking,1 étoile,il y a 5 ans
ATTIJARIWAFA BANK,Errachidia,Attijariwafa Bank,"WHF8+7GX, Errachidia",Ahssan Ta3amoL ou AhSsan MoDaFin O Lmodir Lah Y3amrha Dar kolChi Tema Bikhir Lhamdollaah,5 étoiles,il y a une semaine
BANK OF AFRICA,Errachidia,BMCE,"WHMC+7W6, Errachidia","BMCE Agence Errachidia, Mauvaise services, Toujours le guichet est vide",1 étoile,il y a 5 mois
BANK OF AFRICA,Errachidia,BMCE,"WHMC+7W6, Errachidia","Agent de securité nuuul et mamrebich , service 0 et personnel nul de chez nul . La piiiire des agences hya hadi",1 étoile,il y a 4 ans
BANK OF AFRICA,Errachidia,BMCE,"WHMC+7W6, Errachidia","Service très lent, manque d effectifs  et de compétence.....",1 étoile,il y a un an
BANK OF AFRICA,Errachidia,BMCE,"WHJ3+QP8, Errachidia",Service nul,1 étoile,il y a 4 ans
BANK OF AFRICA,Errachidia,BMCE,"WHJ3+QP8, Errachidia",Il est situé rue Mohammed VI Targa,3 étoiles,il y a 6 ans
BANK OF AFRICA,Errachidia,BMCE,"WHJ3+QP8, Errachidia",Bon traitement,5 étoiles,il y a un an
BANK OF AFRICA,Errachidia,BMCI,"Boulevard Mohammed V, Errachidia 52000",Ca ferme avant 16h vers 15h45 c terminer veulliez regle lheure exacte de la fermeture pour ne pas induire les clients en erreur.(et pretexte que le system et éteint). On est pas con,1 étoile,il y a 3 ans
BANK OF AFRICA,Errachidia,BMCI,"Boulevard Mohammed V, Errachidia 52000",Banc,5 étoiles,il y a 8 ans
BANK OF AFRICA,Errachidia,Attijariwafa Bank centre Errachidia,"WHJF+87H, Rue El Houria, Errachidia",service nul ! vous répondez même pas au téléphone !!!!!!!!!,1 étoile,il y a un an
BANK OF AFRICA,Errachidia,Attijariwafa Bank centre Errachidia,"WHJF+87H, Rue El Houria, Errachidia",Personnel serviable.,4 étoiles,il y a 7 ans
BANK OF AFRICA,Errachidia,Attijariwafa Bank centre Errachidia,"WHJF+87H, Rue El Houria, Errachidia",déconseillé,1 étoile,il y a un an
BANQUE CENTRALE POPULAIRE,Errachidia,Banque Populaire centre ville Errachidia,"WHMG+5GM, N13, Errachidia","La super banque, des attentes",1 étoile,il y a un mois
BANQUE CENTRALE POPULAIRE,Errachidia,Banque Populaire centre ville Errachidia,"WHMG+5GM, N13, Errachidia","Attente interminable...

Tres mauvaise organisation",1 étoile,il y a 7 mois
BANQUE CENTRALE POPULAIRE,Errachidia,Banque Populaire centre ville Errachidia,"WHMG+5GM, N13, Errachidia","Service 2/10, Aucune réponse aux appels téléphoniques",1 étoile,il y a un an
BANQUE CENTRALE POPULAIRE,Errachidia,Banque Populaire régional Errachidia,"WHC6+6Q5, Errachidia",La periode du repos déjeuner est longue environ 2h c'est un cauchemar,1 étoile,il y a 4 ans
BANQUE CENTRALE POPULAIRE,Errachidia,Banque Populaire régional Errachidia,"WHC6+6Q5, Errachidia",Tjrs ya personne,1 étoile,il y a 7 ans
BANQUE CENTRALE POPULAIRE,Errachidia,Banque Populaire régional Errachidia,"WHC6+6Q5, Errachidia",Lieu mediocre,1 étoile,il y a 3 ans
Al Barid Bank,Berkane,Baridcash berkane el ouidadya,"WM8M+FXG, Berkane",Pas de texte,5 étoiles,il y a 4 mois
Al Barid Bank,Berkane,Baridcash berkane el ouidadya,"WM8M+FXG, Berkane",Pas de texte,5 étoiles,il y a 2 ans
Al Barid Bank,Berkane,"Al Barid Bank, Agence Agdal","X5X2+P4X, Av. Fal Ould Oumeir, Rabat",Personne à l'agence en heure de pointe. 45 min d’attente pour envoyer un courrier. A fuir,1 étoile,il y a un an
Al Barid Bank,Berkane,"Al Barid Bank, Agence Agdal","X5X2+P4X, Av. Fal Ould Oumeir, Rabat","Personnel aigri. 30 min d’attente pour mon colis alors que y’a personne à l’agence sauf le le directeur qui pianotait sur son tel et ordinateur au lieu de faire un petit geste et se lever pour voir cette cliente qui attend sous prétexte que c’est l’heure  de la prière avez vous penser à ceux qui ont une petite pause aussi qui travaillent comme vous qui ont pas bq de temps à ma grande surprise la porte s’ouvre à un fonctionnaire d’état avec un gros sourire pendant que cette femme attend son colis toujours vous êtes graves avec vos apparences .
Ps horaires continues soit disant la poste qui est un organisme de fonction public devrait respecter ses horaires pour servir le contribuable ( ceux qui les payent )",1 étoile,il y a 2 ans
Al Barid Bank,Berkane,"Al Barid Bank, Agence Agdal","X5X2+P4X, Av. Fal Ould Oumeir, Rabat","Mauvais service et délai d'attente trop long devant la porte.
System toujours en panne et caissiers souvant en pause...je galére à chaque fois que je visite cette agence...
""Une étoile car il n y a pas 0""",1 étoile,il y a 2 ans
Al Barid Bank,Berkane,Poste du Maroc,"WMG9+VF2, Bd Mohammed V, Berkane",Akfas agence barid bank ppal,1 étoile,il y a 5 mois
Al Barid Bank,Berkane,Poste du Maroc,"WMG9+VF2, Bd Mohammed V, Berkane","Ils ne font pas le travail et les fonctionnaires sont sans vergogne et ne respectent pas les personnes âgées.
Qu’attendons-nous de ces personnes ? …",1 étoile,il y a un an
Al Barid Bank,Berkane,Poste du Maroc,"WMG9+VF2, Bd Mohammed V, Berkane",Pas de texte,4 étoiles,il y a 3 mois
ATTIJARIWAFA BANK,Berkane,Banque AttijariWafa,"WMCG+8FJ, Bd Hassan II, Berkane",Porte pas considération des étrangers marocain vive on Belgique,1 étoile,il y a 4 ans
ATTIJARIWAFA BANK,Berkane,Banque AttijariWafa,"WMCG+8FJ, Bd Hassan II, Berkane",Attention c'est des arnaqueurs,1 étoile,il y a 3 ans
ATTIJARIWAFA BANK,Berkane,Banque AttijariWafa,"WMCG+8FJ, Bd Hassan II, Berkane",Mauvais service,1 étoile,il y a un an
ATTIJARIWAFA BANK,Berkane,Attijariwafa Bank,"32 N2, Berkane 60300",Bon,5 étoiles,il y a 7 ans
ATTIJARIWAFA BANK,Berkane,Attijariwafa Bank,"32 N2, Berkane 60300",Pas de texte,5 étoiles,il y a 2 ans
ATTIJARIWAFA BANK,Berkane,Attijariwafa Bank,"32 N2, Berkane 60300",Pas de texte,5 étoiles,il y a 7 ans
ATTIJARIWAFA BANK,Berkane,Attijari Wafa Bank,"WMMF+7VJ, Berkane",La meilleure ♡,5 étoiles,il y a 4 ans
ATTIJARIWAFA BANK,Berkane,Attijari Wafa Bank,"WMMF+7VJ, Berkane",Du Royaume-Uni..nous nous sommes arrêtés pour changer des livres en dirhams..servis par une charmante dame qui parlait bien anglais..merci,5 étoiles,il y a un an
ATTIJARIWAFA BANK,Berkane,Attijari Wafa Bank,"WMMF+7VJ, Berkane",L'utilisateur de ce compte demande des informations privées,1 étoile,il y a 2 mois
SOCIÉTÉ GÉNÉRALE MAROC,Berkane,Société Générale Berkane,"26, Bd. Mohammed V, Berkane 63300",très bel endroit,5 étoiles,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Berkane,Société Générale - GAB BERKANE,"26 Bd Mohammed V, Berkane","Quel bel endroit, mes salutations",5 étoiles,il y a 5 mois
SOCIÉTÉ GÉNÉRALE MAROC,Berkane,Société Générale ANDALOUS,"ANG BD HASSAN 2 - ROUTE BENI ZNESSAN No 282 HAY ANDALOUS BERKANE, Bd Hassan II, Berkane","Il faut d autre pour ameliore le de
service",3 étoiles,il y a 11 ans
SOCIÉTÉ GÉNÉRALE MAROC,Berkane,Société Générale ANDALOUS,"ANG BD HASSAN 2 - ROUTE BENI ZNESSAN No 282 HAY ANDALOUS BERKANE, Bd Hassan II, Berkane",Pas de texte,3 étoiles,il y a 5 ans
SOCIÉTÉ GÉNÉRALE MAROC,Berkane,Société Générale ANDALOUS,"ANG BD HASSAN 2 - ROUTE BENI ZNESSAN No 282 HAY ANDALOUS BERKANE, Bd Hassan II, Berkane",Pas de texte,5 étoiles,il y a 6 ans
CIH BANK,Berkane,CIH Banque,"Rue Allal Ben Abdellah, Rue Ibn Rochd, Berkane 63300",Mauvais service tjr en absence,1 étoile,il y a 3 ans
CIH BANK,Berkane,CIH Banque,"Rue Allal Ben Abdellah, Rue Ibn Rochd, Berkane 63300",Bien,5 étoiles,il y a un an
CIH BANK,Berkane,CIH Banque,"Rue Allal Ben Abdellah, Rue Ibn Rochd, Berkane 63300",mauvase service,1 étoile,il y a 3 ans
CIH BANK,Berkane,C.I.H,"Imm Madrane, N2, Berkane 63300","Service 0
Personnel caissier tres nul  banque vraiment déconseillée",1 étoile,il y a 3 ans
CIH BANK,Berkane,C.I.H,"Imm Madrane, N2, Berkane 63300",5 chaises et 1 caissier pour 20 personnes,1 étoile,il y a un an
CIH BANK,Berkane,C.I.H,"Imm Madrane, N2, Berkane 63300","Service client nul!!!
Aucun respect envers les clients.",1 étoile,il y a 3 ans
CREDIT DU MAROC,Berkane,Crédit du Maroc,"Angle Bd Mohammed V et Rue Mokhtar Soussi, Berkane 20000",Pas de texte,1 étoile,il y a 2 ans
CREDIT DU MAROC,Berkane,Crédit du Maroc,"Angle Bd Mohammed V et Rue Mokhtar Soussi, Berkane 20000",Pas de texte,5 étoiles,il y a 6 ans
CREDIT DU MAROC,Berkane,Crédit du Maroc,"Angle Bd Mohammed V et Rue Mokhtar Soussi, Berkane 20000",Pas de texte,3 étoiles,il y a 7 ans
CREDIT DU MAROC,Berkane,Crédit du Maroc,"Bd Hassan II, Berkane",Pas de texte,2 étoiles,il y a 7 ans
CREDIT DU MAROC,Berkane,Crédit du Maroc,"WMG8+5GH, Av. Yacoub Al Mansour, Berkane",Pas de texte,1 étoile,il y a 7 ans
CREDIT DU MAROC,Berkane,Crédit du Maroc,"WMG8+5GH, Av. Yacoub Al Mansour, Berkane",Pas de texte,3 étoiles,il y a 8 ans
Al Barid Bank,Asila,Al Barid Bank بريد المغرب,"FX99+6RJ, Asilah",Lavé le camping-car pour 80 dirhams. Très arrangeant et sympathique.,5 étoiles,il y a 5 mois
Al Barid Bank,Asila,Al Barid Bank بريد المغرب,"FX99+6RJ, Asilah",ATM disponible sans frais. Toujours une file d'attente de locaux pour l'utiliser,5 étoiles,il y a 2 mois
Al Barid Bank,Asila,Al Barid Bank بريد المغرب,"FX99+6RJ, Asilah",Bon service,5 étoiles,il y a un an
Al Barid Bank,Asila,Barid cash,"FX78+7M8, Av. Mehdi Ibn Toumart, Asilah","Le pire service, c'est dommage d'appeler barid cash, doit être fermé du temps jamais disponible. Et quand je le trouve ouvert, il a dit qu'il n'avait pas d'argent, c'est dommage. Je suis allé au barid pour vérifier comment puis-je récupérer mon argent, j'ai trouvé un système là-bas et ils m'ont demandé de revenir plus tard, peut-être à 20 heures, cela pourrait fonctionner.
Quelle honte",1 étoile,il y a 9 mois
Al Barid Bank,Asila,Barid cash,"FX78+7M8, Av. Mehdi Ibn Toumart, Asilah","pas ouvert à 8h40 mais dit qu'il ouvre à 8h00, après avoir demandé autour de lui, ils pourraient ouvrir de 9h30 à 10h00",1 étoile,il y a un an
Al Barid Bank,Asila,Barid cash,"FX78+7M8, Av. Mehdi Ibn Toumart, Asilah",Fume maintenant,1 étoile,il y a 9 mois
Al Barid Bank,Asila,Barid Al-Maghrib (Poste Assilah Ibnou Hanbal),"FX47+P6M, Asilah",Facile à trouver et envoi rapide.,4 étoiles,il y a 5 mois
Al Barid Bank,Asila,Barid Al-Maghrib (Poste Assilah Ibnou Hanbal),"FX47+P6M, Asilah",Pas de texte,5 étoiles,il y a 8 mois
